# Pathway,PD_100P,PD_104P,PD_105P,PD_108S,PD_109S,PD_10P,PD_110S,PD_111P,PD_113P,PD_114P,PD_115S,PD_116P,PD_117,PD_118,PD_119P,PD_11P,PD_120S,PD_121S,PD_122S,PD_123P,PD_126P,PD_127S,PD_128S,PD_129P,PD_12P,PD_130S,PD_131P,PD_134S,PD_137P,PD_138S,PD_13P,PD_140S,PD_141P,PD_142S,PD_145P,PD_146S,PD_147,PD_148P,PD_149S,PD_14P,PD_150P,PD_151S,PD_152P,PD_153S,PD_156P,PD_157S,PD_158P,PD_159S,PD_15P,PD_160P,PD_162P,PD_163S,PD_164P,PD_165S,PD_166,PD_167P,PD_169P,PD_16P,PD_170S,PD_171P,PD_172S,PD_173P,PD_174S,PD_175P,PD_176S,PD_177P,PD_178S,PD_179P,PD_180S,PD_181P,PD_183P,PD_184S,PD_188S,PD_189P,PD_190S,PD_193P,PD_194S,PD_195,PD_196,PD_197,PD_198,PD_1P,PD_200S,PD_203,PD_204,PD_205P,PD_206S,PD_207P,PD_208S,PD_209P,PD_210S,PD_213S,PD_214S,PD_215S,PD_221P,PD_222S,PD_223P,PD_224S,PD_225P,PD_226S,PD_227P,PD_228S,PD_229P,PD_230S,PD_231P,PD_232S,PD_25P,PD_27P,PD_28P,PD_29P,PD_2P,PD_30P,PD_31P,PD_32P,PD_33P,PD_34P,PD_35P,PD_38P,PD_39P,PD_3P,PD_40P,PD_41P,PD_42P,PD_43P,PD_44P,PD_45P,PD_46P,PD_47P,PD_48P,PD_4P,PD_50P,PD_51P,PD_52P,PD_53P,PD_54P,PD_55P,PD_56P,PD_57P,PD_58P,PD_59P,PD_5P,PD_60P,PD_63P,PD_64P,PD_65P,PD_66P,PD_6P,PD_70P,PD_73P,PD_74P,PD_75P,PD_76P,PD_77P,PD_78P,PD_79S,PD_7P,PD_82P,PD_84P,PD_8P,PD_9P
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),1409.064882,2288.985375,1581.849264,2732.313095,2209.409748,813.0683616,1571.134778,1929.862089,2785.334424,1545.73029,2088.041623,3288.570641,1406.308541,1798.36829,1675.254016,2247.170984,1474.236324,2070.580603,2090.900941,1717.715125,1846.481724,2299.993885,2321.146489,1651.110513,1502.866756,1631.409995,1375.427909,3097.531587,2137.373716,777.6561475,1825.515237,3978.299323,2755.700616,2124.914046,2594.915094,1858.550746,2124.133077,2798.770915,1513.382503,1789.35067,1488.577971,1944.020204,1788.309542,3095.808907,1997.373606,2137.244075,2633.785141,3126.542244,1577.38767,2457.251495,2131.18996,2585.178583,1400.896507,1919.251,2293.390162,1270.134227,1813.828867,1990.503233,1818.39214,1995.625034,1099.458458,2024.6008,2154.500477,1266.060696,2289.469315,1575.271694,3153.653345,3771.180178,2082.699837,1997.056324,3297.285011,3974.20509,1963.260767,2169.251416,2450.827842,1943.332542,1929.093858,2545.534432,3188.591092,2417.951734,1948.844856,1096.868189,2412.131698,1742.037829,1336.321453,1262.153489,2296.768504,2985.266261,1839.246285,2632.422662,1879.407159,2602.829972,1822.280115,2816.471132,2068.677161,2205.00736,3172.760905,4091.211164,2749.333444,1955.476087,1773.339882,2107.540858,2750.314499,2821.649198,2878.419803,2810.598758,1703.495933,1983.719239,17.482108,1365.464961,1182.155643,1099.883901,1613.859596,1826.288665,1465.594707,1297.963846,2539.483019,1678.760773,729.266715,1678.727327,1765.428325,1108.173125,2410.80811,1062.935262,1939.734376,2043.02425,1498.47995,1536.332846,1429.523263,1223.41275,37.37056495,1699.1996,1079.657055,1440.809087,1307.364359,2470.375836,3670.010329,2296.739379,1434.556449,820.7348612,1569.558283,1412.105742,1551.672235,1567.500695,1282.566062,1407.141848,1168.009575,1412.361639,360.1571299,1846.526517,1415.987285,1349.212341,1300.990257,1069.048969,1853.205447,1624.138906,1784.027255,1047.610146,1294.001426,2004.20191
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle),1454.355947,2317.50503,1577.039381,2847.293686,2316.855508,889.9298806,1574.200468,1952.108868,2941.795532,1503.293246,2164.773494,3462.853226,1447.19629,1794.152241,1711.592985,2290.988792,1515.095652,2053.755542,2140.705132,1736.584764,1890.625423,2356.789759,2408.181273,1670.628613,1530.881371,1664.171735,1430.664677,3200.807281,2162.752009,816.9539752,1899.755004,4238.23581,2905.830956,2317.354214,2666.140106,1901.141069,2167.366697,2859.823328,1567.700018,1872.847704,1365.017851,2062.234684,1838.094897,3200.880403,2083.445665,2139.648273,2782.254255,3248.268424,1621.719643,2527.291226,2244.859361,2651.220415,1446.374866,1990.315283,2447.847352,1313.022558,1871.735158,2011.070893,1898.757548,2101.08457,1153.961655,2164.676618,2229.072645,1254.569019,2367.014093,1590.929886,3331.572456,3914.387215,2187.117162,2073.513581,3479.542836,4201.03532,2053.110052,2306.273268,2542.191282,2014.457165,1982.802062,2618.47721,3253.338088,2565.579967,2041.84072,1121.727181,2420.949805,1843.384453,1352.548909,1222.988697,2435.877901,3108.074703,1860.487327,2776.098777,1971.573583,2695.29213,1869.059637,2887.942084,2129.063594,2333.500863,3167.763502,4382.778284,2828.969443,2036.409465,1841.342698,2232.617845,2887.347633,3093.7677,3008.530619,2843.993729,1739.459291,2075.808541,20.33168571,1418.593009,1249.848788,1138.01311,1650.059336,1861.021739,1542.235021,1315.085613,2724.317436,1833.50102,795.3987317,1685.166151,1877.010892,1156.804922,2480.413485,1063.166356,2044.899365,2100.072541,1520.708398,1539.697569,1460.610534,1285.605528,44.57964844,1739.918421,1099.159981,1494.873835,1310.52966,2573.216628,3829.515341,2298.096481,1422.573126,809.5685379,1625.805524,1506.355281,1628.322186,1631.935686,1329.743766,1501.65797,1223.10151,1466.653624,369.8186167,1917.32028,1474.244994,1336.030998,1360.271886,1098.329088,1993.67147,1810.311993,1829.151011,1140.932046,1312.105313,2055.639918
ARO-PWY: chorismate biosynthesis I,1438.152045,2576.49155,1649.98025,2943.67571,2379.81025,973.2204294,1874.673136,1869.634572,2883.268937,1681.419861,2215.632566,3445.846108,1650.41384,2011.065212,1787.996999,2484.917319,1525.931404,1809.561662,2033.547442,1872.797656,1869.663179,2029.275031,2476.813244,1612.073884,1477.810647,2120.081786,1725.375588,3420.411227,2439.606898,1320.550534,1935.410268,4227.098419,2579.25549,2212.194712,2738.939799,1973.299353,2318.945981,3105.372023,1446.830928,1747.503751,1396.37831,2111.448077,1764.416069,3476.853366,2150.207497,2425.816329,3026.395802,3516.173548,1730.837301,2742.529352,2370.699974,2751.58335,1641.754501,2396.444049,2084.126407,1754.835555,2128.354303,1976.544291,2110.790864,2232.357702,1124.943849,1872.097146,2244.458109,1359.127477,2427.45598,1538.194568,3138.007026,4194.523896,2262.14921,2142.715181,3411.947596,4281.934732,2055.551671,2390.104679,2467.372401,2158.240885,2125.872965,2319.645482,3371.176216,2483.00412,1942.50909,1158.515113,2218.328644,1811.386059,1549.922855,1488.737514,2662.317363,3055.142721,1925.914616,3002.711419,2265.572052,2972.501662,2033.2156,3445.712871,2166.67406,2339.841312,3386.691498,4654.660357,3072.261414,2075.890784,1867.673428,2299.363514,3000.572706,3317.232333,3161.685337,2873.125772,1609.324366,2107.243423,21.91332767,1467.572786,1181.070461,1264.973087,1958.444197,1975.30634,1862.185723,1667.076206,2616.622785,1823.43714,709.0796872,1904.272998,1883.608493,1249.415584,2487.107834,1103.214451,2045.975555,2285.889086,1515.240506,1783.998619,1531.826513,1347.055247,39.36316846,1763.468168,1149.463622,1559.193701,1552.557359,2132.052166,3763.428578,2717.121608,1561.846368,822.1530115,1614.230828,1502.212451,1630.633722,1707.830772,1227.046723,1523.921873,1114.761314,1432.896737,334.6242578,1998.400946,1484.245425,1330.815706,1487.222126,1081.810404,1776.463909,1915.81267,1796.406627,1167.498153,1530.33923,2035.098669
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis,607.6735749,951.255741,516.4368245,797.7455849,876.9040077,234.0328413,873.4910905,1283.394117,1032.352227,1237.060457,979.4538225,972.69347,717.9349124,608.925081,1098.863117,789.5561282,554.6482265,407.0827893,498.6925915,790.5655514,439.1330207,557.1685614,546.6726795,591.9968554,488.8506457,926.8561938,1098.258913,1226.889589,750.7491861,689.4620173,528.4473296,1133.236463,798.2919456,1129.102053,898.757133,569.2765597,811.81744,911.1460758,245.2520646,408.7835693,1213.274416,589.1210139,546.7591805,2530.615827,616.9337528,1146.743041,912.2318333,1298.765009,1025.585635,689.1929483,1400.222729,1072.166426,751.6976266,1294.596815,321.0499239,1290.53541,905.5585149,643.1401968,606.4362034,822.9798235,312.8956054,561.6997226,988.3221014,774.7899274,727.5009692,600.5211814,769.7028469,3278.585663,786.7408042,655.7306463,999.1374623,1288.027809,511.69331,715.9308092,535.5337756,959.3325467,551.8011078,672.7272491,2377.227119,804.4050407,743.0185281,291.0136457,584.4328961,607.7084032,457.3561666,924.9291375,840.369946,995.2946221,552.270499,1057.790494,783.648248,840.4588307,870.4218709,1447.552893,649.7014073,628.0467762,1338.06038,1068.815714,998.2760624,804.8817235,587.2275664,538.3668734,1393.105798,1380.665489,996.9796479,1756.333942,475.7588718,442.66753,9.448363913,482.7340716,249.5178611,373.0979861,508.7051701,734.0688751,624.4952778,821.147168,856.8415468,718.3702669,181.6330973,1035.575259,930.1120409,620.3041909,1225.433352,357.0818689,586.8695613,701.2490513,1049.899026,534.614287,827.7088809,463.5077261,23.5492867,709.7993554,272.4344138,332.5199277,542.0387601,2015.410368,909.1446002,619.1941212,634.3894477,410.9442248,1140.679133,393.8696849,435.0171363,523.1804157,587.05043,488.9910672,354.2570936,312.9611846,131.5474156,1282.035552,357.0466714,659.6578116,413.8516673,431.3400505,632.6821371,913.8362712,501.7069622,201.8790594,881.2000219,1286.488485
AST-PWY: L-arginine degradation II (AST pathway),46.33892732,0,16.77773703,10.42147482,0,0,0,303.8298837,175.6781042,250.6781469,0,0,0,0,204.8870657,0,0,0,0,0,0,36.91182704,0,0,27.1838793,0,0,0,0,0,0,32.38617684,19.70362626,0,18.15122997,0,0,10.43732381,0,0,0,0,35.42609578,1192.089887,0,0,0,86.02173959,81.77223713,0,264.6791223,55.86136248,0,131.0927869,0,98.68496824,0,0,0,0,0,0,0,0,0,0,0,1016.869266,0,0,0,0,0,0,0,0,0,109.6132544,546.7442371,33.84671543,0,0,0,14.56306763,0,134.6106625,0,0,0,0,0,0,0,0,0,0,178.9725945,0,0,0,0,0,114.4648947,0,0,536.4329376,0,0,0,0,0,0,18.85135156,0,0,44.58622602,7.73700359,0,0,105.1942651,200.6368878,0,6.566013644,42.98225323,0,0,355.2692066,0,145.0200266,13.40656053,0,0,0,0,0,464.7976345,0,22.08987479,18.22864738,0,240.6802961,0,0,16.95466339,0,0,47.07968045,0,0,231.8779621,0,101.9550148,0,0,15.30057105,0,0,0,55.66531304,0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I,265.923444,415.0427202,120.8202397,236.2892914,303.0822875,61.87633912,208.3568949,1104.73965,944.8393176,934.5186999,391.2080648,34.70640622,223.0350104,200.295193,797.9811892,205.7054577,191.873132,97.43146707,98.56510744,573.5174086,224.0562229,244.5546437,258.5416037,179.7121512,296.7887566,449.5423139,271.5700102,449.8646249,209.4501738,281.9931868,217.0663647,443.374436,145.3093404,134.4997936,480.0887181,80.93211857,328.2196192,672.4322191,143.557801,126.5381948,442.2576369,0,377.8514518,1576.387317,165.452716,268.3396024,311.5075457,607.8030049,736.1790541,568.5783808,953.311492,720.5013318,364.5405251,982.6964111,48.44064556,769.0298056,539.9242287,250.3053214,213.1063139,600.079394,203.8336958,119.6338925,509.3950874,446.8109028,396.2572027,302.601595,294.679908,2172.089047,251.2943004,204.2954379,634.1758905,323.9013121,0,0,159.0401011,474.5324538,315.7451254,582.3654714,1571.123141,515.2357799,19.78093161,304.715382,111.5960412,343.8626054,382.021766,745.0298227,246.6306496,185.1348196,452.2355997,255.1635335,219.535132,400.9608012,0,537.1500109,377.0717014,85.42306781,1298.089147,295.2371513,484.0457871,458.3477267,235.4377149,203.0636101,1114.336473,226.5380123,399.5007788,1243.982446,211.1438004,112.2669268,0,293.9343259,38.35459099,0,618.0841853,461.0133161,179.1845203,591.5497963,150.8948884,0,149.8931608,691.1615669,515.9575857,134.2494763,378.2765552,242.0491066,144.8138153,226.8172133,682.3547765,438.5458008,710.901117,330.1021311,0,0,164.7356969,125.2909916,422.6543579,1074.132928,295.4026628,195.5232838,566.9301659,86.46134154,701.0084911,249.3279555,193.0931732,327.1340241,171.6950341,69.15607795,246.6329517,85.84680862,46.85189968,681.4295113,134.5690188,644.1458885,72.34616872,173.3955466,123.4934305,0,96.40157551,99.74817887,414.650693,349.4952804
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis,1521.747143,2305.260412,2118.422098,2599.998845,2059.754141,727.9409746,1783.218708,2099.346802,3611.962992,2030.896471,1663.792644,2967.170819,1814.004033,1778.843551,1952.35723,2117.781522,1397.757952,1854.21368,1885.391913,1831.963635,1571.732245,2263.127418,1941.851653,1931.341058,1330.773962,1854.221388,1441.967052,3151.912391,2336.565672,1323.024992,1714.958987,3763.718178,2335.007402,2118.855976,2715.99304,1655.067599,2030.45482,2562.599603,1278.31621,1645.436796,1345.380468,1792.704339,1505.589235,3280.355167,2064.814817,2357.832594,2679.702399,2954.64855,1906.882658,2813.326685,2362.640933,2491.391585,1641.621793,2387.838596,1637.702785,2000.037613,2074.404591,1791.185653,1701.215851,1751.303063,959.011435,1722.848675,2088.934518,1416.100418,2101.945737,1577.860429,2755.805417,4369.996686,2108.811792,2017.189194,2443.717785,3700.358709,1724.932806,2021.872926,2124.810777,2096.340245,1988.299484,2590.635874,3420.197116,2344.299851,1901.488349,1306.640633,2049.019551,1714.113327,1417.796292,1703.891272,2398.974918,3197.784656,1624.140438,2680.649825,1936.232404,2012.337345,2177.448234,2837.836748,1962.37053,2198.016027,3060.329523,4094.096114,2474.28922,1822.029131,1787.663677,2012.523029,3155.700225,2867.577649,2921.08934,2875.373165,1624.93259,1684.775514,19.69871855,1498.300156,1100.912569,1101.751015,2193.490838,1848.287518,1541.318399,1627.362688,2271.02713,1645.478336,767.443273,1709.339785,1860.445991,1172.593835,2685.491194,1049.406897,2011.096839,1944.778187,1926.048263,1700.286593,1495.546151,1146.411046,33.43960302,1726.04401,855.4506204,1343.060379,1686.413977,2746.84144,3347.121873,2325.710772,1672.33031,851.9217035,1698.304208,1408.372916,1530.621971,1664.054044,1179.297308,1324.005845,1095.992971,1409.139762,348.9953934,2138.901057,1294.374426,1711.042278,1327.937623,1114.136694,1810.526587,1541.163356,1519.147687,927.8055862,1454.23848,2243.431432
CALVIN-PWY: Calvin-Benson-Bassham cycle,1340.761093,2184.654972,846.8027817,2769.135533,2222.299351,701.3353179,1703.657098,2006.251883,2315.817913,1921.145186,1726.778092,2943.196496,1608.952379,1706.61856,1834.559526,2182.765963,1377.990811,1946.383687,1905.50174,1773.002831,1903.981263,2155.424796,2041.725326,1174.203995,1145.976178,1737.346852,1894.987365,3008.26962,2320.227966,1163.117088,1679.613621,3710.163608,3191.837221,2437.348287,2474.19812,1688.784141,1975.683626,2462.145605,1268.351029,1462.447349,1588.839405,1800.083198,1482.309241,3939.187499,2200.044459,2225.369386,2918.774868,3195.973102,2048.690377,1658.243328,2334.317146,2366.109295,1446.597632,2447.671345,1650.349039,1709.922716,1736.102702,1818.960302,1969.411677,1919.35079,982.8717059,1468.472791,2159.325078,1217.153676,2054.661522,1421.739882,2571.685696,4438.652255,2330.616796,2086.322434,2825.228009,3733.658909,1757.201639,2227.259721,1989.212889,1949.269369,1702.629123,2105.361948,3619.218563,2128.467346,1889.591566,759.6403409,1965.35398,1569.821965,927.7897703,1444.799006,2350.734195,3377.624692,1690.861146,2935.748567,2167.426327,2491.760201,1903.735523,2738.751764,1848.278325,2237.515466,3009.096504,4353.693213,2620.992078,1745.711521,1667.33233,1980.584716,2967.39951,3575.622873,3098.684285,2980.201538,1667.263745,1804.134829,22.92864577,1242.128061,954.2840752,1091.671447,1296.800974,1660.986878,1583.420214,1448.25825,2496.98045,1861.844317,625.5699221,1653.718721,1743.3929,1144.16983,2227.728467,1084.48094,1941.266217,1961.740417,2023.381212,1516.610977,1697.770339,1237.34679,44.73964455,1836.021327,820.3506932,1297.657993,1254.044551,3042.148534,3068.092447,2483.128416,1386.72646,481.3390426,1738.77576,1181.518472,1529.854773,1568.619971,1451.974521,1591.656794,1111.618918,1168.414893,378.0563243,2051.532023,1243.432204,1296.525382,1388.694866,980.4577981,1656.701562,1702.93344,1536.647047,871.3688574,1840.16231,1752.576429
CARNMET-PWY: L-carnitine degradation I,0,0,0,0,0,0,0,10.14712593,26.6653853,8.57428707,0,0,0,0,9.597876642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.52260116,0,0,41.03331726,0,0,89.91111911,0,0,0,0,0,0,0,0,0,0,0,0,0,46.97713624,0,0,0,0,0,0,0,0,0,7.534176098,50.782448,0,0,0,0,0,0,14.00440008,0,0,0,0,0,0,0,0,0,0,6.012952758,0,0,0,0,0,0,0,0,7.868050342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.55604411,0,7.707176817,0,0,0,0,0,0,15.53618671,0,0,0,0,0,0,0,0,0,0,0,0,0,6.322335131,0,31.29159525,0,0,0,0,0,0,2.714528275,0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68227109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52685447,584.7653106,0,0,0,0,0,0,0,0,0,0,0,8.921682956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75589125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.96550028,0,0,0,31.80684475,87.20135306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16122206,0,0,0,0,0,0,0,0,0,0,0,9.227784751,0,0,0,0,0,0,0,0,0,0,0,0
CENTFERM-PWY: pyruvate fermentation to butanoate,130.0934302,153.4033328,89.78205913,168.2038088,20.27619,98.53504049,146.409874,257.7986796,125.1354852,62.61555888,0,127.3119545,0,249.8769993,95.89793113,137.7950116,138.7950612,274.2438227,187.2211276,132.6967549,199.4982377,304.9867446,124.2039661,21.0251789,0,152.9549407,203.182628,220.197009,297.3258822,0,34.38506982,314.7599224,95.27559083,123.1034313,325.4744388,59.4242483,180.8634921,195.0274841,181.3340642,115.6053726,89.19510367,91.14286115,147.9607611,285.3021433,104.0656535,141.7546694,169.7644445,100.7624206,244.6976769,62.38008977,305.8153884,193.076825,94.19468631,307.5547861,171.6528929,156.3914524,35.96719784,44.86865021,61.43351643,178.4365656,86.89687914,130.8052455,109.2334388,93.79380288,135.4039696,56.62792795,391.1875456,233.0266032,41.67123099,36.55023099,16.55256026,254.9395417,131.1647016,65.49000179,236.5956993,210.3770003,172.0198029,237.0557042,324.4907198,248.5208548,178.3054831,93.42965202,205.5675944,223.8854177,77.84299447,32.61419829,137.1308738,81.4752722,282.2186207,138.1259443,0,282.7185569,82.58302934,58.27519978,308.9487498,263.2637645,76.32348836,181.4622965,201.3877764,116.5402024,206.9573968,190.2807472,167.8773492,134.0568841,247.8141317,280.6070274,72.71087337,247.1039867,0,57.02154115,129.4782007,51.55474658,131.7344249,138.4937992,60.54990582,235.4232018,243.0346608,27.74768951,87.55975663,47.15259283,130.5754364,0,98.8262011,144.8095655,175.6094912,198.9093771,37.91715286,121.2997931,127.6029205,0,0,212.4099905,50.01556758,113.3192391,0,74.40976787,266.4420763,118.8556691,0,146.1126409,84.92523929,100.4424478,97.91867217,60.61388239,105.143715,69.8139219,35.79533736,14.6205258,27.28809648,140.2342925,197.9688521,200.7354585,116.2995449,135.2573896,153.3004397,0,174.9166419,106.2591761,161.7419471,115.7841409
"CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)",0,0,0,10.21889915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.45725211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.83853332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42657982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.75770445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITRULBIO-PWY: L-citrulline biosynthesis,228.2359098,505.408406,212.6868484,300.9371704,299.9083542,109.8027226,637.2758178,821.1808521,594.4777226,855.6223433,1116.782118,169.310173,264.3278938,434.9536608,620.8296397,163.0083258,95.62904479,162.0141893,72.45391482,526.9940645,204.6470422,77.97324834,302.3980963,157.6842278,208.0774205,467.7267469,879.2479677,498.4387433,255.2685519,449.080538,341.8960988,263.5411912,101.9656982,91.04494537,833.7429148,589.7747434,500.2015306,746.6408531,205.1593194,31.75223843,537.438026,46.20409005,436.3812393,325.8777481,139.3600865,348.1730378,230.9771701,268.6504531,763.3928283,277.8151679,903.7938698,547.9025383,662.1804903,756.6137957,0,940.4001191,623.898339,126.3730564,321.9638666,457.3291051,100.0744787,400.144261,475.0288238,722.7300013,590.478034,303.8993784,258.3667217,2265.816782,201.2347973,295.68849,1134.543066,724.4082697,99.36100956,68.87164552,304.8320337,1144.860888,269.5162364,851.2041091,1165.096461,419.0254885,382.3996688,366.4072027,198.957273,310.3880751,375.1665703,581.9426197,361.5158328,215.2976985,320.028756,201.9290651,162.1922974,735.5953577,249.4220745,758.9449385,659.0229434,264.63339,1297.432039,265.675514,592.4963615,851.7254623,328.8330059,214.8903749,605.0228289,37.14549939,527.4809809,994.2454315,98.07060412,347.9981202,23.97723781,374.9172362,86.17117417,198.7534456,168.6319691,559.5104982,295.7801417,386.7207028,237.4255485,23.51021003,200.9805907,608.5873385,108.2465112,288.9597648,488.7910277,261.2516518,195.0456206,358.0829355,702.5136571,351.5625509,298.7677555,389.2063216,0,327.5056206,181.7422518,113.5030587,535.3143191,1128.937504,188.8237891,232.0868888,366.7501251,236.6322821,699.1090142,341.9382815,127.6883936,278.8307141,210.0887135,64.46072418,177.3140766,49.14120522,80.71327853,632.4865633,140.1113175,472.1427217,199.139123,164.6816947,222.9781802,29.63026692,149.6339507,182.3372651,560.5266312,196.4197403
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals),1236.643111,2364.817104,1383.742346,2299.01112,2198.759592,681.640332,1815.7775,1724.745439,2204.971052,1664.285098,1896.902474,2739.831673,1365.197169,1787.544223,1562.002775,2143.818505,1224.722409,1276.350385,1678.11826,1852.779606,1594.397939,1762.016967,2158.910598,1077.905281,1219.310707,1989.547559,1606.358151,3076.363025,1917.953542,1272.875395,1560.51437,3567.455477,2101.021858,1817.006485,2267.416676,1589.988986,2105.006152,2548.71896,1048.514112,1273.98513,1712.755844,1753.612352,1371.709768,2354.193003,1740.898215,2313.544889,2540.921907,2869.90467,1546.064253,2470.750697,1875.788425,2481.582735,1456.011831,2112.63823,1782.426706,1757.260458,1880.061089,1702.457984,1749.396228,2051.841248,939.1005269,1660.33296,2061.386635,1343.972269,1945.420332,1453.710819,2880.475061,3141.8913,1882.670663,2042.323521,2672.764288,3667.713014,1790.518929,1821.333449,2065.432752,2217.742922,1787.000489,1649.340089,2877.812305,2123.374434,1685.558863,1173.802353,1963.884443,1545.750535,1401.901875,1353.067316,2348.953778,2522.634703,1694.730944,2553.157656,1829.27683,2436.734415,1808.689163,3007.480217,1905.070097,1878.81624,2698.604784,3740.796518,2579.768679,1923.718931,1690.284596,2010.27376,2636.324189,2627.176783,2503.099632,2449.928084,1214.929723,1648.305211,0,1158.321681,966.1633829,941.3597396,1729.93311,1696.45901,1408.581124,1545.445307,2181.147922,1271.573087,598.1635348,1543.20962,1361.893554,1182.401531,1980.887628,875.4136724,1530.056277,1810.587781,1191.449438,1528.991267,1359.374918,1070.211495,0,1471.402893,889.9293956,1160.887618,1444.490322,2142.588938,2925.174231,2093.031997,1424.022666,865.7593138,1293.234656,1086.737765,1348.777846,1493.325567,1132.257426,1237.537953,999.4871718,1020.953596,270.0964377,1475.337394,1233.972877,1169.571471,1198.311236,927.8767378,1552.59679,1583.380619,1499.236264,983.2774564,1382.149329,1639.746148
COA-PWY: coenzyme A biosynthesis I (prokaryotic),1229.208055,2272.605753,1308.995512,2115.681638,2057.14808,719.6576759,1705.987228,1608.905653,2608.066293,1743.773767,1821.973372,2570.548606,1306.413695,1656.75675,1443.309449,2019.872434,1131.403342,1189.970092,1521.619919,1718.159503,1620.787013,1721.962441,1993.765797,1242.318269,1209.79453,1889.806101,1500.946869,2981.371304,1759.828024,1207.089543,1481.54084,3342.525243,2016.747486,1695.657367,2113.803264,1464.03593,1960.986602,2375.611879,977.5734887,1301.164088,1664.84951,1693.389857,1288.302717,2202.124758,1616.996986,2172.074659,2480.078819,2760.132241,1512.364844,2320.574558,1731.096838,2431.88001,1361.585092,2034.839231,1621.018203,1734.277935,1880.102648,1567.551395,1604.68712,1950.783895,862.30639,1576.325136,1948.127434,1327.32286,1794.669905,1352.188542,2692.329944,3309.433407,1773.890113,1915.126561,2453.389541,3433.986174,1674.463722,1712.90845,1889.880199,2129.957291,1675.643661,1589.035356,2786.835447,2096.345903,1573.97005,1167.432452,1828.801286,1431.432295,1331.713698,1318.202169,2207.191494,2424.265769,1575.909926,2342.334947,1700.5011,2225.32616,1756.295726,2793.8267,1763.862012,1806.006346,2664.70638,3586.234499,2488.668185,1853.466546,1553.50724,1843.747598,2588.314723,2685.984421,2304.936994,2468.558887,1219.914183,1516.068169,22.85487565,1062.30869,956.3795273,864.7647332,1781.240882,1575.540401,1290.192467,1457.016521,1991.455778,1243.200321,550.52365,1443.455897,1299.814026,1122.791279,1857.79948,845.8750629,1449.906033,1694.630343,1194.230252,1443.559395,1320.177288,1004.056788,0,1403.059632,878.2148561,1199.222165,1356.947146,2107.034517,2663.11483,2092.032306,1350.882454,818.2329485,1345.770524,1226.810349,1315.746912,1446.993467,1145.555889,1133.630363,940.145684,938.9025672,276.136107,1379.637808,1161.718549,1108.848471,1202.943487,855.9010242,1416.05886,1542.242689,1395.747054,912.0368474,1252.196182,1532.264335
