# Pathway	PD_100P_Abundance	PD_104P_Abundance	PD_105P_Abundance	PD_107P_Abundance	PD_108S_Abundance	PD_109S_Abundance	PD_10P_Abundance	PD_110S_Abundance	PD_111P_Abundance	PD_112S_Abundance	PD_113P_Abundance	PD_114P_Abundance	PD_115S_Abundance	PD_116P_Abundance	PD_117_Abundance	PD_118_Abundance	PD_119P_Abundance	PD_11P_Abundance	PD_120S_Abundance	PD_121S_Abundance	PD_122S_Abundance	PD_123P_Abundance	PD_126P_Abundance	PD_127S_Abundance	PD_128S_Abundance	PD_129P_Abundance	PD_12P_Abundance	PD_130S_Abundance	PD_131P_Abundance	PD_134S_Abundance	PD_137P_Abundance	PD_138S_Abundance	PD_13P_Abundance	PD_140S_Abundance	PD_141P_Abundance	PD_142S_Abundance	PD_145P_Abundance	PD_146S_Abundance	PD_147_Abundance	PD_148P_Abundance	PD_149S_Abundance	PD_14P_Abundance	PD_150P_Abundance	PD_151S_Abundance	PD_152P_Abundance	PD_153S_Abundance	PD_156P_Abundance	PD_157S_Abundance	PD_158P_Abundance	PD_159S_Abundance	PD_15P_Abundance	PD_160P_Abundance	PD_161S_Abundance	PD_162P_Abundance	PD_163S_Abundance	PD_164P_Abundance	PD_165S_Abundance	PD_166_Abundance	PD_167P_Abundance	PD_169P_Abundance	PD_16P_Abundance	PD_170S_Abundance	PD_171P_Abundance	PD_172S_Abundance	PD_173P_Abundance	PD_174S_Abundance	PD_175P_Abundance	PD_176S_Abundance	PD_177P_Abundance	PD_178S_Abundance	PD_179P_Abundance	PD_180S_Abundance	PD_181P_Abundance	PD_182S_Abundance	PD_183P_Abundance	PD_184S_Abundance	PD_188S_Abundance	PD_189P_Abundance	PD_190S_Abundance	PD_191P_Abundance	PD_192S_Abundance	PD_193P_Abundance	PD_194S_Abundance	PD_195_Abundance	PD_196_Abundance	PD_197_Abundance	PD_198_Abundance	PD_199P_Abundance	PD_1P_Abundance	PD_200S_Abundance	PD_203_Abundance	PD_204_Abundance	PD_205P_Abundance	PD_206S_Abundance	PD_207P_Abundance	PD_208S_Abundance	PD_209P_Abundance	PD_210S_Abundance	PD_211P_Abundance	PD_212S_Abundance	PD_213S_Abundance	PD_214S_Abundance	PD_215S_Abundance	PD_216S_Abundance	PD_217P_Abundance	PD_218S_Abundance	PD_221P_Abundance	PD_222S_Abundance	PD_223P_Abundance	PD_224S_Abundance	PD_225P_Abundance	PD_226S_Abundance	PD_227P_Abundance	PD_228S_Abundance	PD_229P_Abundance	PD_230S_Abundance	PD_231P_Abundance	PD_232S_Abundance	PD_25P_Abundance	PD_26P_Abundance	PD_27P_Abundance	PD_28P_Abundance	PD_29P_Abundance	PD_2P_Abundance	PD_30P_Abundance	PD_31P_Abundance	PD_32P_Abundance	PD_33P_Abundance	PD_34P_Abundance	PD_35P_Abundance	PD_36P_Abundance	PD_38P_Abundance	PD_39P_Abundance	PD_3P_Abundance	PD_40P_Abundance	PD_41P_Abundance	PD_42P_Abundance	PD_43P_Abundance	PD_44P_Abundance	PD_45P_Abundance	PD_46P_Abundance	PD_47P_Abundance	PD_48P_Abundance	PD_4P_Abundance	PD_50P_Abundance	PD_51P_Abundance	PD_52P_Abundance	PD_53P_Abundance	PD_54P_Abundance	PD_55P_Abundance	PD_56P_Abundance	PD_57P_Abundance	PD_58P_Abundance	PD_59P_Abundance	PD_5P_Abundance	PD_60P_Abundance	PD_63P_Abundance	PD_64P_Abundance	PD_65P_Abundance	PD_66P_Abundance	PD_6P_Abundance	PD_70P_Abundance	PD_73P_Abundance	PD_74P_Abundance	PD_75P_Abundance	PD_76P_Abundance	PD_77P_Abundance	PD_78P_Abundance	PD_79S_Abundance	PD_7P_Abundance	PD_81P_Abundance	PD_82P_Abundance	PD_83P_Abundance	PD_84P_Abundance	PD_8P_Abundance	PD_9P_Abundance	PD_Extr_neg_plate1_Abundance	PD_Extr_neg_plate2_Abundance	PD_Extr_neg_plate3_Abundance	PD_Extr_pos_plate1_Abundance	PD_Extr_pos_plate2_Abundance	PD_Extr_pos_plate3_Abundance	PD_Lib_neg_plate1_Abundance	PD_Lib_neg_plate2_Abundance	PD_Lib_pos_plate1_Abundance	PD_Lib_pos_plate2_Abundance
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8316145812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	207.4400845111	884.2423834142	300.8765189753	0	127.0993258826	360.9750400951	91.2925558255	263.8762877503	132.1290295003	0	343.4789131974	171.4891252525	368.9324921517	649.1477347669	160.9718768719	259.9291157996	331.2698620872	136.4584736251	236.4100433703	155.0998743600	51.3531647673	257.6090972445	372.2723049831	236.6881178396	358.9260103264	902.2581073922	51.3474536661	265.9205892383	0	967.2467492061	138.9628491455	348.4589444128	67.2158705185	553.2928451794	657.2589948175	206.4531188398	475.3877993235	486.0074675996	481.1423710324	733.9349277894	188.3137269390	375.6985856234	201.8704363933	439.4201027909	170.7266186100	77.7656351481	568.5874705607	701.9409350880	650.5155743303	924.5850323587	441.6997207895	287.6193575015	0	290.3749577946	275.8097727640	103.8358680970	750.3781992132	487.8266090913	0	0	295.0305629270	712.9763240436	306.1645019820	203.0582944905	274.5873058126	343.9487461891	429.6976698571	402.4659366828	162.6002044783	755.6711488701	1183.0952521805	216.9306376746	408.3814858874	0	628.2240104741	997.5386441845	477.9848154534	453.6130516242	380.9034201151	0	0	378.5847844072	279.2992206099	338.7583754180	191.1332042517	74.7520427899	160.1173369849	0	197.6685760796	189.0791996565	467.2632743753	85.3494896278	428.6502992448	354.2390655501	329.7573537529	140.1241717054	547.4967222838	674.8412239698	0	0	708.1396011562	223.8765341904	1076.2761514718	0	0	0	540.2324266600	580.7409819373	521.8104406844	1049.7994573704	1128.9968552967	526.3018571778	457.6752172552	430.8710903244	907.3110626334	458.0860540700	757.1027572037	790.4134790828	0	0	245.0582789744	0	311.0283389692	135.3507298278	99.7584770486	489.9779715517	314.9130733288	24.0909829051	0	671.9263953153	0	254.3679961206	156.3447085641	539.5768914167	189.0710085272	70.6094826628	24.1243676194	103.9251243808	611.6456526290	327.3115572267	53.1245577301	95.4237656270	50.0894474117	287.3513335210	0	62.6728053786	44.8247121556	187.8738255644	326.4941494042	150.1905666677	638.2865995106	349.0082117784	381.1410260416	131.3269652208	85.0355146776	199.9612704871	214.3802776154	439.5083225423	252.6512220287	222.6589317416	122.8295349296	155.3340085824	70.1721484086	489.0441329408	36.9349591272	268.6657707264	151.8754983943	116.6080722891	596.3816343985	88.3702712405	0	437.5620125091	0	0	404.3610166392	452.1990620607	0	0	0	0	0	1116.8041391309	0	0	1634.9938372677	1518.3209206853
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0	0	204.4615134839	0	0	0	0	180.5280125537	0	0	34.4125324301	55.4133969214	0	0	0	0	0	0	0	0	0	0	0	0	0	924.9741376241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.9176581912	0	129.0816923755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.2779153455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.9892991625	0	0	0	0	217.0607515496	0	0	515.1849500351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.1970942987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.5223539165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1201.8807745226	0	0	1743.9357951016	1618.7954128803
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0	0	0	0	28.4950144072	20.8457452745	19.2031470168	0	0	0	0	7.6501050120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3091374048	0	15.1228111181	0	0	0	0	26.4139059250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3291167027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1787875668	0	25.2771491591	27.7221045225	0	0	0	0	0	0	0	0	7.0600282598	0	64.2316560029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6919767671	0	0	0	0	0	0	0	0	0	0	108.4523159571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2604198065	0	0	0	0	0	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	141.6198373230	157.2224302293	24.7290725122	0	156.2312049537	108.7681444780	15.3108118899	243.6895819834	356.8789942078	0	298.9153762156	388.4543517438	273.6347277936	199.5423356276	85.8316859854	178.8663084479	238.1113916001	79.2185889303	103.4030587894	118.6853792848	26.0435391759	185.6568658235	322.6467256740	148.8092141403	233.7566125819	134.6626705865	37.4791962520	302.7839486129	551.4893552597	363.9030245376	115.6568995867	58.0917523266	83.7643407471	353.7420962422	192.6509826456	50.8375456516	188.4353798803	180.2895030932	322.9995103701	295.3217546733	97.4788240592	23.2921360010	134.0779326069	91.6875442379	60.4706067270	483.1695887043	31.0272281895	202.1901811615	105.7645961379	276.1969914207	313.6628732378	194.2771614124	0	590.6214317922	275.5817408822	157.4447837916	498.8825512883	114.9613283921	377.7833097751	199.2750419057	78.6503524943	113.3087559747	303.5125550484	81.1384865003	139.0294781833	167.5058861411	77.7160949833	243.3922506116	125.4795090962	249.7491380667	1081.8287112243	148.9083173338	51.3515341133	0	204.0411822756	392.6971632797	214.2570091146	51.3481839774	274.0771176839	0	0	250.4476098171	150.0215466644	150.1263688496	689.3724525457	204.7576656794	168.4651398084	0	185.9524876202	126.2338248030	187.8501738462	81.0910822957	165.4093009377	317.5580052190	79.3078700384	305.2268696723	92.3181721379	181.5659802607	0	0	431.8045641069	151.1794616470	655.7929104821	0	0	0	76.3831780789	182.7560157903	434.1130451305	376.2823507454	239.9133703556	210.7471326223	295.5408482284	187.4938062211	338.6124760121	191.3352142451	34.9815152658	808.4159024580	56.3834029252	0	90.3244871954	8.9908635119	187.4783794997	74.0329178954	86.0372264565	90.9475133470	253.5726682432	162.0902188810	121.8277085470	187.0030611904	0	84.9328432168	38.7653637440	320.3230758767	343.9319500158	88.2336542882	70.6637962901	246.1060626756	33.3849008393	274.3431299732	238.3975100940	74.6212351073	262.3590530466	71.6073446500	0	204.0410919364	123.2711456534	100.3303051200	78.5882454392	384.8305480377	91.4162910846	118.2774741257	153.5705269372	117.2226386543	250.5919661758	91.8320056259	28.4952927949	168.7572734863	238.8806048125	12.9500409438	162.2470908538	90.5730809944	42.1051100907	375.9310409351	82.9731033531	227.1862576634	101.1690881921	47.9343899035	147.4678613199	33.1540289165	0	130.8696734813	0	20.8539372507	214.1254290997	42.6220120647	0	0	0	0	0	2134.7915817635	0	0	1314.1004088493	1256.5070413173
PWY-6518: bile acids epimerization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7833876179	0	0	0	0	0	0	0	0	0	0	43.9106117871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.7127892529	0	0	0	0	0	0	22.1967684394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2299380430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9222900174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	288.4356845692	373.1987418567	224.6083155747	0	197.4471079724	262.8362799234	51.8835841734	173.9528541002	1117.2199034995	0	886.3117377484	956.5999746085	346.8870571469	27.5355906378	184.8687965630	171.1804503133	758.9737669957	179.2097299567	168.8529535883	79.9327112760	83.9822383483	702.7173125927	204.5435005542	210.0341927712	223.2150620390	160.2551708188	293.3678168560	389.1983149059	233.0575856360	386.5444955991	176.0464711418	238.0038123853	193.8887899818	401.9907406553	132.8797164538	109.8542437434	446.5541728291	65.4737972459	288.3326312680	597.2780381437	130.4256466281	104.3945785399	435.8676597210	0	349.3149305836	1609.9364397499	140.2229453711	223.1373414057	261.1613623258	574.2463069939	761.9367840199	524.6001081389	0	1032.4422177637	680.1711097071	334.0928232312	967.0336330016	39.6070045583	712.0303712751	485.3916461239	224.4603985141	196.9717919370	551.6365131366	205.0143252027	99.6783667592	497.2340206082	419.6598499808	370.5776537904	273.3699514436	257.6181534529	2109.5550792520	215.8974741704	196.1415288270	0	616.3549108443	275.8385933118	0	0	132.9308900893	0	0	408.3506406033	301.6174234108	530.3864569330	1590.9118173718	495.1253463855	15.6373839542	0	281.1662738369	91.4441849449	356.8870981199	347.2045269227	737.8422683904	212.2222865139	162.6892072538	410.6863826326	216.9905745635	184.0949731771	0	0	369.9828236976	0	468.2666408662	0	0	0	349.3264129924	68.7897143427	1284.4576646773	250.3122348076	423.4370737261	421.6455986911	199.4477503738	171.3609937885	1052.9591139046	188.8343892021	348.1968733268	1204.8523368261	178.7650361040	0	94.9737028660	0	315.8333457444	30.9840501164	0	632.8601444840	408.7949519148	155.4334514606	565.3742279871	125.2512757036	0	0	136.8484992570	677.9788436526	475.5077561659	112.0722771228	367.2229122431	229.3031792164	124.9788931340	199.6536812861	658.4182169161	458.2602474371	685.6276054065	313.3841059381	0	0	144.4582878857	104.4193637465	380.3662568504	1027.8863924263	267.5943205437	162.9563253051	552.2199228569	72.4400936864	665.6613429088	219.1576517727	166.8502454751	296.6189900715	164.2911474799	56.9667727989	275.9635083375	78.1552474097	46.0046635229	649.7014664162	116.5479814677	597.2381924958	59.2420147782	153.1006827270	104.9784378421	0	0	79.5402783258	0	86.7829230199	392.1802444391	292.7073572583	0	0	0	0	0	4692.2791344360	0	0	2708.4713849666	2435.0245095509
PWY-6527: stachyose degradation	504.2707181214	1499.6607934469	493.7529427374	0	1617.5820206031	1764.7690733113	323.8501126801	1171.4038918887	1098.3600619500	0	1214.4984497173	784.3678831346	1094.7836338186	2435.3888748240	1023.4221740350	990.7818392912	927.0117208155	1315.9156827796	702.2499723914	571.9760982352	951.7802599693	965.0547475325	700.5409968016	1460.6450964985	1537.2264093611	900.5887182755	1003.4230944478	1223.7415319885	790.2911356070	2333.6598478316	1469.0660420405	694.7769822610	793.4614304373	2388.0385995511	1618.6092749984	2046.4552458143	1412.2308797828	843.9161709309	1494.7145408050	1652.0464176772	548.3013945444	996.7413253141	1325.7181870874	1381.4338858614	876.4666855220	2091.6237934266	1636.1530281720	1338.1832816590	2177.5924513543	2646.1588386890	1042.9717157533	1100.4875390575	0	1408.0612934423	1751.4629589192	699.8138851246	1157.0643850895	1167.7132359082	758.5565355568	451.3642378894	1179.6459447565	1023.5087902141	1524.5332372443	497.9392918688	665.5563565810	1724.1162729671	481.5076572600	1363.0422078286	959.5933820305	1968.2062051436	3152.8423426647	1757.6381949449	1212.7646118144	0	1653.8570467357	3264.9297735142	1460.4079314823	1292.3147239055	1599.0267052137	0	0	947.1653929702	1131.4843522114	436.1715211531	2411.2951053078	1147.6641261602	1306.9800451983	0	223.1464062189	1368.7137352571	829.5301387499	360.3956835970	938.5662517198	1635.5233197765	1533.0432256248	1310.0539265161	2021.2611999820	1463.4464982050	0	0	1928.7053794350	1485.7080041154	1905.6250832602	0	0	0	949.9071282621	1512.3450289697	1290.8915870461	3346.7707011569	1820.0892238532	1297.0148657259	966.5299038694	1281.1564611643	1800.8173658854	2358.7239510159	1607.1664796104	1556.1254348048	1009.7963493047	0	698.8520316406	0	688.7654623641	444.4352458896	759.5942890975	818.6515694221	925.0859419292	1011.9588075966	786.7892914437	1606.0626079736	0	1439.6387780553	242.1922300166	1108.9858176411	1342.3890613465	594.0310613741	1141.2513478012	576.1740480192	1181.4988562661	1079.5729585092	917.2833490123	780.5704000906	1148.6101795485	667.5967939835	33.8834768195	1233.5249942802	352.9661160161	731.9800798665	423.6071236584	1759.8106210624	1844.2893824036	1684.9014764902	750.5763553766	144.7174263014	840.7510511066	597.3326290643	919.2363067423	879.1223362839	632.1250629001	1069.1876501585	749.5074318226	926.1598030564	179.6541638622	1316.7259699435	864.4034696567	878.1373760981	642.1274408174	341.5952484596	1153.4614315213	1971.3093119102	0	1064.4629593230	0	73.0624462577	961.0091266677	1742.0435316183	0	0	0	0	0	3299.9483234290	0	0	2179.3850632704	2098.4081373965
PWY-6531: mannitol cycle	63.6405650030	76.5206209726	13.9723051694	0	53.9178431599	65.4467257859	0	70.1684570340	369.2223361038	0	396.8013246228	608.4874208008	0	34.0662974142	16.3030393497	0	275.1700884728	0	17.6313051613	7.7638213690	0	14.0123642131	0	122.8741926142	0	18.1396317114	64.1016941138	0	0	71.9763580232	26.5379769926	186.3100692515	46.5718640653	83.2610121435	54.9865880693	67.7522787218	125.8334449515	21.1966677529	23.4807978222	52.6043122460	32.6950891979	0	0	0	0	981.5663950467	0	17.8115755495	0	128.3463507523	314.2700219999	18.5093151891	0	462.0916559843	185.0636781361	21.2947332065	310.0071687745	0	225.2475839020	0	0	15.9980865942	44.2983677236	0	24.8549142332	14.3331856815	23.0215732695	37.4948681808	116.3332051283	21.2185036535	1849.5263421734	0	35.2751106452	0	46.0431975014	40.8518108422	39.4395589032	0	0	0	0	0	0	128.0413663371	709.2908483967	138.2915856355	26.4616255430	0	0	0	28.9521472691	130.0410163645	322.9997316236	45.0409349958	0	27.2294672193	0	26.9191090498	0	0	0	0	42.8286659734	0	0	0	72.0453855778	0	428.4943501054	10.2139085101	82.4938666214	55.0651438790	57.0334876763	0	234.9719578421	16.8533014958	79.0532867523	867.6068039796	0	0	0	0	0	0	0	128.8178042337	25.4286699650	25.5206153667	45.8789123982	21.9707704514	0	0	0	153.8047875496	181.5262705488	0	32.5084018832	23.7455945056	0	0	651.7799725893	0	292.9332482440	64.3984962496	0	34.7007050409	12.5588543737	0	227.4310000336	808.4692411982	0	193.2198695960	97.7135440365	29.0821922390	421.2702573715	0	4.7419341663	102.0946552228	0	0	117.5462238624	9.4199032973	0	358.2406164928	0	282.6979349670	0	18.1578129871	28.8993049596	0	0	21.1195591999	0	0	172.6446258501	0	0	0	0	0	0	2922.5665012253	0	0	1615.6898042974	1648.0387106094
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	115.9651066300	204.9409259815	73.2413992055	0	26.4064751186	0	18.0835962496	98.1939592522	646.2753833855	0	347.0810019732	697.1986791736	0	0	64.5095174237	0	393.0345327543	225.3200801652	141.4162071045	32.8568707233	0	39.5996222411	0	139.6834832140	0	267.2992247375	51.9363798647	32.1821747790	22.4703321114	113.9005836027	0	244.2127554129	36.4129247914	395.4562564292	100.1561099252	18.6490187811	107.9027378640	219.6869976204	94.7504909048	83.7102372659	30.8864056156	88.4119778113	521.6630749012	41.2337638799	108.7363418313	1005.3986358196	110.3225690812	224.3552305781	0	51.7688416959	235.2571776921	267.2556999153	0	382.2552364223	279.0028809578	0	474.2150041167	0	298.1624851136	0	65.1059907515	60.3584029797	0	29.7487557992	35.7088982977	9.2980614629	0	0	0	71.3044248009	1390.1988758901	32.5748169776	24.9012948595	0	166.0534039483	197.0154339124	38.1554448614	0	99.5608889996	0	0	42.6802731403	0	478.6623600834	803.9735750662	129.6153123645	51.8758204130	0	0	21.8511752498	305.7365245573	51.5337518101	250.5667799605	0	0	106.3764855164	32.4458164525	0	0	0	0	43.8195287989	49.5224954815	0	0	0	32.8358065315	0	691.7219027872	134.9775022481	200.2450419166	0	134.3407896090	118.8806516567	455.7010316783	0	53.5188770836	1042.9295596727	85.0568812795	0	87.6530582618	0	289.6900781933	64.1885909882	36.0514466855	267.2540857423	108.3670233539	36.5598815043	151.4410553471	0	0	0	0	277.2655992199	243.8435165157	0	35.3008393770	129.5038225446	44.3808825806	0	569.8988645212	0	257.8671737795	35.8808827655	11.9975302543	50.1523110640	25.8225936336	0	0	884.8608596646	194.1713003360	56.0636661071	347.6246836049	68.5744965545	479.9132526882	0	23.7255595175	96.0209996401	288.0415138330	0	153.5201692948	221.8815813063	0	481.7799438778	58.9739802005	272.9890146536	14.1707439064	25.4353933765	68.4847381055	166.7579247660	0	0	0	0	226.3673714928	100.9265316953	0	0	0	0	0	1273.3744499922	0	0	1103.3253451963	956.5326454319
PWY-6549: L-glutamine biosynthesis III	282.6287505272	349.9664177080	63.7895947005	0	415.3580054504	93.1132354064	70.3040856534	74.9372554896	343.3171141805	0	312.9229484697	378.0962521232	0	439.4423322376	189.9518654412	146.1796343691	485.3532089978	396.9926227290	259.2262703980	101.2363513737	85.8279673872	237.6536296483	126.8759967051	216.2664011301	233.8390030396	0	163.7273748814	239.0427126569	112.4502617612	318.2629387267	249.9228917154	55.4333125732	149.4742625202	820.7819293129	396.7093556549	147.5029406472	422.1198532129	46.6303108446	64.4231141963	170.2106133770	186.7266764951	232.7850425734	32.3373751755	152.9825598376	25.5574194816	900.5377084260	196.1196536368	281.7623725579	297.4672311769	392.1601792289	341.1648505477	252.4565195139	0	584.6675805628	263.8469460249	301.6742855198	440.2162609894	103.2330791807	461.5637120853	124.1062701219	199.0346826863	145.4690655159	78.8982038862	171.1135429235	89.3410814472	397.4087835001	61.1350486435	248.5870264480	146.9581810984	314.1828259974	1389.1045526570	300.7171974309	463.7353256864	0	340.4940737028	175.1710849246	115.1664983972	302.5911210846	263.0183522850	0	0	225.9824044793	410.4928242421	261.4019530508	757.1710571892	532.0463686429	0	0	0	118.6895316911	236.8965268305	117.7678212417	280.4111089074	197.4188919219	152.9201542553	105.2249806022	200.4981245241	98.3795308680	0	0	152.3504876049	0	88.6543337539	0	0	0	358.0870971981	64.6059747713	609.1803086684	532.5545469750	269.1494838842	132.2089566798	238.9814414054	176.5712255410	721.1505536292	428.7677078913	551.1881954823	771.9964176076	149.3307338278	0	256.6367512139	0	382.0184028997	122.3302082808	55.8341054762	253.9442782005	243.7845031782	146.9737455121	123.7018641750	232.0721784927	0	46.9076384697	165.1983808574	491.3053260429	624.5708419953	172.7560707217	400.4243940380	202.6041936738	327.9622136736	352.2454789314	438.3193185199	222.6381110765	301.1949453137	70.1204018620	0	52.3602443143	91.9160184217	51.7452157092	277.6716661067	578.6310102065	661.3448957726	440.0038194637	186.6896681407	0	421.2157892830	134.9705344516	166.8631780932	278.8176756293	36.5511144375	204.6018728380	267.7502368300	328.6068959285	61.4584348283	731.2799604920	136.0188610617	337.0725487806	172.6109422797	82.6536881795	140.3087696685	113.5911891408	0	165.6545396432	0	55.9753004184	177.3778170641	200.7368821525	0	0	0	0	0	806.5349729305	0	0	951.3731936370	1025.9188543432
PWY-6562: norspermidine biosynthesis	0	0	0	0	0	0	0	0	0	0	23.5713103863	0	0	0	0	38.4319578524	0	0	0	12.8094555455	0	0	0	0	0	0	0	0	0	0	21.3436907901	0	0	0	0	13.7974036934	0	0	0	0	0	0	0	0	33.0641714952	64.9849587519	0	0	0	26.8229341607	0	0	0	0	32.9081195956	0	0	0	20.3417149447	0	0	0	0	0	0	0	0	0	0	38.0626166045	0	0	13.2428271493	0	0	23.4636921451	0	0	0	0	0	0	0	0	83.3063815194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.5565656162	0	0	0	0	0	0	0	0	22.1102902505	30.0260336106	0	0	0	0	0	0	0	0	0	0	0	0	0	69.6569766366	0	0	33.2223135241	0	0	0	0	70.7823826685	0	0	0	15.6795507650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3841768914	0	0	0	0	0	33.0640041975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6565: superpathway of polyamine biosynthesis III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5467720572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6572: chondroitin sulfate degradation I (bacterial)	0	0	0	0	28.1911655695	161.7020677571	0	47.3165110940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.3161998990	0	68.7407875350	38.2364016929	43.9271700607	0	0	0	0	44.9423651029	0	0	0	0	0	55.2759185444	0	0	0	0	0	0	0	36.6620529986	0	0	0	0	28.3894477828	60.3897933303	0	100.7217101786	35.7318364659	0	0	0	0	0	32.7866135145	0	0	0	0	0	0	0	0	65.5449553055	57.4336953205	0	0	0	0	0	11.7336802177	0	0	48.6829726086	0	0	0	0	0	22.4118093958	57.3506997092	0	0	0	0	0	0	0	0	0	0	112.9018849057	0	0	0	0	15.4743502162	0	0	0	34.2731035310	0	0	0	0	0	0	0	0	0	0	24.5266858356	0	0	0	0	0	54.2082237441	0	0	0	0	0	0	0	0	0	0	32.2202194790	0	15.4260723269	0	0	0	0	0	0	0	0	0	0	36.2470237792	41.2733033002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3026833261	0	0	0	0	0	0	0	0	0	0
